Vendor,Network / Site,VendorNetworkID,Datasource,Mediaplan,Campaign Mp Label,Campaign upper,Campaign Name
Traditional Display Media,TapTap-RichMedia,TRADITIONAL DISPLAY MEDIA_TAPTAP-RICHMEDIA,Sizmek Sas,2021_ktbo_kube_Adverity_Mediaplan_Abril-Colombia,MCMCO_2021_COL_Kelloggs_Zucaritas_Seasonal_Pura Garra_Sizmek_Family Breakfast_CPM-Tap Tap-RichMedia,MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-TAPTAP-RICHMEDIA,MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-TAPTAP-RICHMEDIA
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Colombia,MCMMIA_2021_COL_Kelloggs_Healthy Kids_Seasonal_Healthy Kids Granola_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast,MCMMIA_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMIA_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Colombia,MCMMIA_2021_COL_Kelloggs_Healthy Kids_Seasonal_Healthy Kids Granola_Facebook_Facebook and Instagram_Website Clicks_CPC_Family Breakfast,MCMMIA_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_FAMILYBREAKFAST,MCMMIA_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_FAMILYBREAKFAST
Traditional Display Media,Kidscorp,TRADITIONAL DISPLAY MEDIA_KIDSCORP,Other Channels,2021_ktbo_kube_Adverity_Mediaplan_Abril-Colombia,MCMCO_2021_COL_Kelloggs_Healthy Kids_Seasonal_Healthy Kids Granola_Sizmek_Family Breakfast_CPM-Kidscorp,MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_SIZMEK_FAMILYBREAKFAST_CPM-KIDSCORP,MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_SIZMEK_FAMILYBREAKFAST_CPM-KIDSCORP
Traditional Display Media,Kidscorp,TRADITIONAL DISPLAY MEDIA_KIDSCORP,Other Channels,2021_ktbo_kube_Adverity_Mediaplan_Abril-Colombia,MCMCO_2021_COL_Kelloggs_Healthy Kids_Seasonal_Healthy Kids Granola_Kidscorp_Family Breakfast_CPM-Kidscorp,MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_KIDSCORP_FAMILYBREAKFAST_CPM-KIDSCORP,MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_KIDSCORP_FAMILYBREAKFAST_CPM-KIDSCORP
Traditional Display Media,Xaxis - Standard Banners,TRADITIONAL DISPLAY MEDIA_XAXIS - STANDARD BANNERS,Sizmek Sas,2021_ktbo_kube_Adverity_Mediaplan_Abril-Colombia,MCMCO_2021_COL_Kelloggs_Healthy Kids_Seasonal_Healthy Kids Granola_Sizmek_Family Breakfast_CPM-Xaxis - Standard Banners,MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS,MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS
Traditional Display Media,Spotify-Takeover,TRADITIONAL DISPLAY MEDIA_SPOTIFY-TAKEOVER,Other Channels,2021_ktbo_kube_Adverity_Mediaplan_Abril-Colombia,MCMCO_2021_COL_Kelloggs_Zucaritas_Seasonal_Pura Garra_Sizmek_Family Breakfast_CPM-Spotify-Takeover,MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-SPOTIFY-TAKEOVER,MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-SPOTIFY-TAKEOVER
Traditional Display Media,IMS-Candy Crush,TRADITIONAL DISPLAY MEDIA_IMS-CANDY CRUSH,Other Channels,2021_ktbo_kube_Adverity_Mediaplan_Abril-Colombia,MCMCO_2021_COL_Kelloggs_Zucaritas_Seasonal_Pura Garra_IMS-Candy Crush_Family Breakfast_CPV-IMS-Candy Crush,MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_IMS-CANDYCRUSH_FAMILYBREAKFAST_CPV-IMS-CANDYCRUSH,MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_IMS-CANDYCRUSH_FAMILYBREAKFAST_CPV-IMS-CANDYCRUSH
Traditional Display Media,IMS-SnapChat,TRADITIONAL DISPLAY MEDIA_IMS-SNAPCHAT,Other Channels,2021_ktbo_kube_Adverity_Mediaplan_Abril-Colombia,MCMCO_2021_COL_Kelloggs_Healthy Kids_Seasonal_Healthy Kids Granola_IMS-SnapChat_Family Breakfast_CPM-IMS-SnapChat,MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_IMS-SNAPCHAT_FAMILYBREAKFAST_CPM-IMS-SNAPCHAT,MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_IMS-SNAPCHAT_FAMILYBREAKFAST_CPM-IMS-SNAPCHAT
Traditional Display Media,Dunnhumby - Display,TRADITIONAL DISPLAY MEDIA_DUNNHUMBY - DISPLAY,Other Channels,2021_ktbo_kube_Adverity_Mediaplan_Abril-Colombia,MCMCO_2021_COL_Kelloggs_Healthy Kids_Seasonal_Healthy Kids Granola_Sizmek_Family Breakfast_CPM-Dunnhumby - Display,MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_SIZMEK_FAMILYBREAKFAST_CPM-DUNNHUMBY-DISPLAY,MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_SIZMEK_FAMILYBREAKFAST_CPM-DUNNHUMBY-DISPLAY
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Colombia,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Views_CPV_Evening Me,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_VIEWS_CPV_EVENINGME,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_VIEWS_CPV_EVENINGME
Traditional Display Media,Rappi,TRADITIONAL DISPLAY MEDIA_RAPPI,Other Channels,2021_ktbo_kube_Adverity_Mediaplan_Abril-Colombia,MCMCO_2021_COL_Kelloggs_Extra_Seasonal_Extra_Rappi_Breakfast for One_CPM-Rappi,MCMCO_2021_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_RAPPI_BREAKFASTFORONE_CPM-RAPPI,MCMCO_2021_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_RAPPI_BREAKFASTFORONE_CPM-RAPPI
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2021_ktbo_kube_Adverity_Mediaplan_Abril-Colombia,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Google_Youtube_Always On_Affinity Audiences_CPM_Evening Me,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPM_EVENINGME,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPM_EVENINGME
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2021_ktbo_kube_Adverity_Mediaplan_Abril-Colombia,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Google_Youtube_Always On_Affinity Audiences_CPV_Evening Me,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPV_EVENINGME,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPV_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Colombia,MCMMIA_2021_COL_Kelloggs_Masterbrand_Seasonal_Dia de la Mujer_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for One,MCMMIA_2021_COL_KELLOGGS_MASTERBRAND_SEASONAL_DIADELAMUJER_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,MCMMIA_2021_COL_KELLOGGS_MASTERBRAND_SEASONAL_DIADELAMUJER_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE
Traditional Display Media,Xaxis - Standard Banners,TRADITIONAL DISPLAY MEDIA_XAXIS - STANDARD BANNERS,Sizmek Sas,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Choco Krispis_Seasonal_A lo grande_Sizmek_Family Breakfast_CPM-Xaxis - Standard Banners,MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS,MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS
Traditional Display Media,Xaxis Pre-Roll,TRADITIONAL DISPLAY MEDIA_XAXIS PRE-ROLL,Sizmek Sas,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Choco Krispis_Seasonal_A lo grande_Sizmek_Family Breakfast_CPCV-Xaxis Pre-Roll,MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPCV-XAXISPRE-ROLL,MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPCV-XAXISPRE-ROLL
Google,Google - Reserva,GOOGLE_GOOGLE - RESERVA,Other Channels,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Choco Krispis_Seasonal_A lo grande_Google - Reserva_Family Breakfast_CPV-Google - Reserva,MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_GOOGLE-RESERVA_FAMILYBREAKFAST_CPV-GOOGLE-RESERVA,MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_GOOGLE-RESERVA_FAMILYBREAKFAST_CPV-GOOGLE-RESERVA
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Choco Krispis_Seasonal_M&Ms_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast,MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_M&MS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_M&MS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST
Traditional Display Media,Cornershop,TRADITIONAL DISPLAY MEDIA_CORNERSHOP,Other Channels,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Cornershop_Breakfast for One_Fixed-Cornershop,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_CORNERSHOP_BREAKFASTFORONE_FIXED-CORNERSHOP,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_CORNERSHOP_BREAKFASTFORONE_FIXED-CORNERSHOP
Google,Google - Reserva,GOOGLE_GOOGLE - RESERVA,Other Channels,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Choco Krispis_Seasonal_A lo grande_Google - Reserva_Family Breakfast_CPM-Google - Reserva,MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_GOOGLE-RESERVA_FAMILYBREAKFAST_CPM-GOOGLE-RESERVA,MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_GOOGLE-RESERVA_FAMILYBREAKFAST_CPM-GOOGLE-RESERVA
Facebook,Facebook,FACEBOOK_FACEBOOK,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Nuevo Año_Facebook_Facebook_Reach_CPM_Family Breakfast,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NUEVOAÑO_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NUEVOAÑO_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST
Facebook,Facebook,FACEBOOK_FACEBOOK,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Cereal Relevance_Facebook_Facebook_Reach_CPM_Family Breakfast,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CEREALRELEVANCE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CEREALRELEVANCE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST
Facebook,Facebook,FACEBOOK_FACEBOOK,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_CIMMYT_Facebook_Facebook_Reach_CPM_Family Breakfast,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CIMMYT_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CIMMYT_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST
Facebook,Facebook,FACEBOOK_FACEBOOK,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Kellogg Winning Culture_Facebook_Facebook_Reach_CPM_Family Breakfast,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_KELLOGGWINNINGCULTURE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_KELLOGGWINNINGCULTURE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST
Facebook,Facebook,FACEBOOK_FACEBOOK,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Winning Body and Mine_Facebook_Facebook_Reach_CPM_Family Breakfast,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_WINNINGBODYANDMINE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_WINNINGBODYANDMINE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Alimentos de Calidad_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_ALIMENTOSDECALIDAD_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_ALIMENTOSDECALIDAD_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Dia de la Tierra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_DIADELATIERRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_DIADELATIERRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for One,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Facebook_Facebook and Instagram_Engagement_CPE_Breakfast for One,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_BREAKFASTFORONE,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_BREAKFASTFORONE
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Facebook_Facebook and Instagram_Website Clicks_CPC_Breakfast for One,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Google_Youtube_Extra_Affinity Audiences_CPV_Breakfast for One,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_GOOGLE_YOUTUBE_EXTRA_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_GOOGLE_YOUTUBE_EXTRA_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE
Traditional Display Media,Seedtag,TRADITIONAL DISPLAY MEDIA_SEEDTAG,Other Channels,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Choco Krispis_Seasonal_A lo grande_Seedtag_Family Breakfast_CPM-Seedtag,MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SEEDTAG_FAMILYBREAKFAST_CPM-SEEDTAG,MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SEEDTAG_FAMILYBREAKFAST_CPM-SEEDTAG
Facebook,Facebook,FACEBOOK_FACEBOOK,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_NT_Facebook_Facebook_Reach_CPM_Family Breakfast,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NT_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NT_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Dia de la Felicidad_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_DIADELAFELICIDAD_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_DIADELAFELICIDAD_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST
Facebook,Facebook,FACEBOOK_FACEBOOK,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Beneficios Cereal_Facebook_Facebook_Reach_CPM_Family Breakfast,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_BENEFICIOSCEREAL_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_BENEFICIOSCEREAL_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMIA_2021_MEX_Kelloggs_Masterbrand_Seasonal_Dia de la Mujer_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for One,MCMMIA_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DIADELAMUJER_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,MCMMIA_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DIADELAMUJER_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE
Facebook,Instagram,FACEBOOK_INSTAGRAM,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Facebook_Instagram_Reach_CPM_Breakfast for One,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Facebook_Facebook and Instagram_Video Views_CPCV_Breakfast for One,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Facebook_Facebook and Instagram_Engagement_CPM_Breakfast for One,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPM_BREAKFASTFORONE,MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPM_BREAKFASTFORONE
Traditional Display Media,Xaxis Pre-Roll,TRADITIONAL DISPLAY MEDIA_XAXIS PRE-ROLL,Sizmek Sas,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Cookies_Sizmek_Mid-Morning Snack_CPCV-Xaxis Pre-Roll,MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_COOKIES_SIZMEK_MID-MORNINGSNACK_CPCV-XAXISPRE-ROLL,MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_COOKIES_SIZMEK_MID-MORNINGSNACK_CPCV-XAXISPRE-ROLL
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico,MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for One,MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE
